uniq_id,product_name,category_main,description_clean,image,image_array
920154acbe49d3202ed7d2ed2df1ea13,"Calibro SW-125 Analog-Digital Watch  - For Men, Boys",watches,"calibro sw      analog digital watch     man   boy 
                          price   rs     
				
			 calibro present mtg black dial round watch   fashionable watch mtg add style statement   brand know usage quality material make appeal watch   understand need youth able present wide range watch customer   variety design   style youthful approach execute brand   brilliantly lead brand style   finish matter 
 calibro present mtg black dial round watch   fashionable watch mtg add style statement   brand know usage quality material make appeal watch   understand need youth able present wide range watch customer   variety design   style youthful approach execute brand   brilliantly lead brand style   finish matter",920154acbe49d3202ed7d2ed2df1ea13.jpg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]]"
08452abdadb3db1e686b94a9c52fc7b6,"Cartier W6701005 Analog Watch  - For Boys, Men",watches,carti w         analog watch     boy   man    buy carti w         analog watch     boy   man   w         online rs         india flipkart com     great discount   genuine product      day replacement guarantee   free shipping   cash delivery,08452abdadb3db1e686b94a9c52fc7b6.jpg,"[[255 255 254 ... 254 254 254]
 [255 254 254 ... 254 254 254]
 [254 254 254 ... 254 254 255]
 ...
 [254 254 254 ... 255 255 255]
 [254 254 254 ... 255 255 255]
 [254 254 254 ... 255 255 255]]"
1e8741b5ae27a513546c94b3f3312aee,"Lois Caron LCS-4032 Analog Watch  - For Boys, Men",watches,lois caron lcs       analog watch     boy   man    buy lois caron lcs       analog watch     boy   man   lcs       online rs      india flipkart com     great discount   genuine product      day replacement guarantee   free shipping   cash delivery,1e8741b5ae27a513546c94b3f3312aee.jpg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]]"
189fa66a5fa6f08d2802a62ecf0be298,"Titan 1639SL03 Analog Watch  - For Boys, Men",watches,titan      sl    analog watch     boy   man    buy titan      sl    analog watch     boy   man       sl    online rs       india flipkart com     great discount   genuine product      day replacement guarantee   free shipping   cash delivery,189fa66a5fa6f08d2802a62ecf0be298.jpg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]]"
bbb8cdc5406ff60ff06ff64630f2ca47,"Srushti Art Jewelry Megnet_Led_Sport_BlackRed1 Digital Watch  - For Men, Women, Boys, Girls",watches,srushti art jewelry megnet lead sport blackre   digital watch     man   woman   boy   girl    buy srushti art jewelry megnet lead sport blackre   digital watch     man   woman   boy   girl   megnet lead sport blackre   online rs      india flipkart com   lead watch   sport lead   megnet watch   fresh arrival   late   fancy   srushti   girlswatch   man   woman   boy   wrist watch    great discount   genuine product      day replacement guarantee   free shipping   cash delivery,bbb8cdc5406ff60ff06ff64630f2ca47.jpg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]]"
1120bc768623572513df956172ffefeb,"Escort E-1700-906_Blk Analog Watch  - For Men, Boys",watches,"escort e           blk analog watch     man   boy 
                          price   rs       
				
			   flaunt   mantra hit street style wear black colour analog watch man house escort   casing add appeal timepiece wear rainy day   thank water resistance upto     atm 
   flaunt   mantra hit street style wear black colour analog watch man house escort   casing add appeal timepiece wear rainy day   thank water resistance upto     atm",1120bc768623572513df956172ffefeb.jpg,"[[248 248 248 ... 248 248 248]
 [248 248 248 ... 248 248 248]
 [248 248 248 ... 248 248 248]
 ...
 [248 248 248 ... 248 248 248]
 [248 248 248 ... 248 248 248]
 [248 248 248 ... 248 248 248]]"
5479bb7028827d60000720a2c135976a,Jack klein BlackLed Digital Watch  - For Boys,watches,jack klein blackle digital watch     boy    buy jack klein blackle digital watch     boy   blackle online rs      india flipkart com     great discount   genuine product      day replacement guarantee   free shipping   cash delivery,5479bb7028827d60000720a2c135976a.jpg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]]"
733aa1e801a139fa8dc7be9f0eff5ee0,"North Moon IW-005-FK Silicone Ion Digital Watch  - For Boys, Girls, Women",watches,north moon iw      fk silicone ion digital watch     boy   girl   woman    buy north moon iw      fk silicone ion digital watch     boy   girl   woman   iw      fk online rs      india flipkart com     great discount   genuine product      day replacement guarantee   free shipping   cash delivery,733aa1e801a139fa8dc7be9f0eff5ee0.jpg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [255 255 255 ... 253 253 252]
 [255 255 255 ... 253 253 253]
 [255 255 255 ... 253 253 253]]"
62c35de4df27437d3597963fac55a8b6,"Franck Bella FB74C Analog Watch  - For Boys, Men",watches,franck bella fb   c analog watch     boy   man    buy franck bella fb   c analog watch     boy   man   fb   c online rs      india flipkart com     great discount   genuine product      day replacement guarantee   free shipping   cash delivery,62c35de4df27437d3597963fac55a8b6.jpg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]]"
33d97d63c037078cd3f08033966d6a88,Ridas Apl_led_black Apple Shape Digital Watch  - For Boys,watches,rida apl lead black apple shape digital watch     boy    buy rida apl lead black apple shape digital watch     boy   apl lead black online rs      india flipkart com     great discount   genuine product      day replacement guarantee   free shipping   cash delivery,33d97d63c037078cd3f08033966d6a88.jpg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]]"
d7ca2b06b4f4d3b98c61c377b18a2d6b,"Skmei AD1057-Dark-Orange Sports Analog-Digital Watch  - For Men, Boys",watches,skmei ad      dark orange sport analog digital watch     man   boy    buy skmei ad      dark orange sport analog digital watch     man   boy   ad      dark orange online rs       india flipkart com   digital chronograph   alarm watch   light function   date    month display    great discount   genuine product      day replacement guarantee   free shipping   cash delivery,d7ca2b06b4f4d3b98c61c377b18a2d6b.jpg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]]"
f74476ba64365d97a5be7d375cbf4c7a,Now SP-ETHNIC Analog Watch  - For Boys,watches,sp ethnic analog watch     boy    buy sp ethnic analog watch     boy   sp ethnic online rs      india flipkart com     great discount   genuine product      day replacement guarantee   free shipping   cash delivery,f74476ba64365d97a5be7d375cbf4c7a.jpg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]]"
fda50982a672ef8835de5c1cc86f8bfc,"Franck Bella FB127A Analog Watch  - For Boys, Men",watches,franck bella fb    analog watch     boy   man    buy franck bella fb    analog watch     boy   man   fb    online rs      india flipkart com     great discount   genuine product      day replacement guarantee   free shipping   cash delivery,fda50982a672ef8835de5c1cc86f8bfc.jpg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]]"
4788f5466992da09024b8ffcc8a5cba4,"Skmei DG0939-Red Sports Digital Watch  - For Men, Boys",watches,skmei dg      red sport digital watch     man   boy    buy skmei dg      red sport digital watch     man   boy   dg      red online rs      india flipkart com   digital chronograph   alarm watch   light function   date    month display    great discount   genuine product      day replacement guarantee   free shipping   cash delivery,4788f5466992da09024b8ffcc8a5cba4.jpg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]]"
653826cd53f1d9e2c086c0ac7846ef70,"fastrack 38015PL01 Analog Watch  - For Men, Boys",watches,fastrack       pl    analog watch     man   boy    buy fastrack       pl    analog watch     man   boy        pl    online rs       india flipkart com   stainless steel cover   hybrid case construction sportier rugged look increase shock resistance   high precision quartz analogue movement     great discount   genuine product      day replacement guarantee   free shipping   cash delivery,653826cd53f1d9e2c086c0ac7846ef70.jpg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]]"
3c74db45cbfc14a78b8466dca494b3bb,"Alfajr WQ18 Qibla Compass Digital Watch  - For Men, Boys, Girls",watches,alfajr wq    qibla compass digital watch     man   boy   girl    buy alfajr wq    qibla compass digital watch     man   boy   girl   wq    online rs       india flipkart com   qibla compass   light   azan time calculation    great discount   genuine product      day replacement guarantee   free shipping   cash delivery,3c74db45cbfc14a78b8466dca494b3bb.jpg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]]"
4aa047f14885c74f155ce5f973e14dff,"Disney 98189 Analog Watch  - For Boys, Girls",watches,disney        analog watch     boy   girl    buy disney        analog watch     boy   girl         online rs      india flipkart com     great discount   genuine product      day replacement guarantee   free shipping   cash delivery,4aa047f14885c74f155ce5f973e14dff.jpg,"[[254 255 255 ... 255 255 255]
 [254 255 255 ... 255 255 255]
 [254 255 255 ... 255 255 255]
 ...
 [254 254 254 ... 255 255 255]
 [254 254 254 ... 255 255 255]
 [254 254 254 ... 255 255 255]]"
7c4fec2331da8d40f2cb146eb198cb57,Disney DW100405 Digital Watch  - For Boys,watches,disney dw        digital watch     boy    buy disney dw        digital watch     boy   dw        online rs       india flipkart com     great discount   genuine product      day replacement guarantee   free shipping   cash delivery,7c4fec2331da8d40f2cb146eb198cb57.jpg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]]"
b52073e7ed9c00c4108cae4eb0c49c1a,"Vizion 8502-7PURPLE Sports Series Digital Watch  - For Boys, Girls",watches,"vizion        purple sport series digital watch     boy   girl 
                          price   rs     
				
			 brand   vizion sport series watch kid    year manufacturer warranty digital display automatic movement metal case solid body   dial shape round dial dimension    mm   strap material silicone   strap width    mm water resistant night display cold backlight   daily alarm hour minute second   date week display         hour format attractive brand packaging   tuff plastic box note   case non receipt warranty card   intimate     hour disclaimer   product color slightly vary photographic lighting source monitor setting   image enlarge well view 
 brand   vizion sport series watch kid    year manufacturer warranty digital display automatic movement metal case solid body   dial shape round dial dimension    mm   strap material silicone   strap width    mm water resistant night display cold backlight   daily alarm hour minute second   date week display         hour format attractive brand packaging   tuff plastic box note   case non receipt warranty card   intimate     hour disclaimer   product color slightly vary photographic lighting source monitor setting   image enlarge well view",b52073e7ed9c00c4108cae4eb0c49c1a.jpg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]]"
ee8d9ff65e0fe4278afce7c933d30941,"Elantra S 10 Analog Watch  - For Boys, Men",watches,elantra s     analog watch     boy   man    buy elantra s     analog watch     boy   man   s     online rs      india flipkart com     great discount   genuine product      day replacement guarantee   free shipping   cash delivery,ee8d9ff65e0fe4278afce7c933d30941.jpg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]]"
788dc3a3da91c0f46a7c465e07f91dd4,"Marvel DW100243 Digital Watch  - For Boys, Girls",watches,marvel dw        digital watch     boy   girl    buy marvel dw        digital watch     boy   girl   dw        online rs      india flipkart com   buckle clasp   multi color strap   contemporary dial    great discount   genuine product      day replacement guarantee   free shipping   cash delivery,788dc3a3da91c0f46a7c465e07f91dd4.jpg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]]"
29b1ca231e10d5269516b80bf9d0dffc,"Lenco Bdblue Tango Analog Watch  - For Men, Boys",watches,lenco bdblue tango analog watch     man   boy    buy lenco bdblue tango analog watch     man   boy   bdblue online rs      india flipkart com   sport watch   casual watch   big size dial   colourful strap    great discount   genuine product      day replacement guarantee   free shipping   cash delivery,29b1ca231e10d5269516b80bf9d0dffc.jpg,"[[254 254 254 ... 254 254 254]
 [254 254 254 ... 254 254 254]
 [254 254 254 ... 254 254 254]
 ...
 [254 254 254 ... 254 254 254]
 [254 254 254 ... 254 254 254]
 [254 254 254 ... 254 254 254]]"
8b268c1e68f198ae2e934717d49f48e9,"D'Signer 681GM_WHT Analog Watch  - For Men, Boys",watches,d signer     gm wht analog watch     man   boy    buy d signer     gm wht analog watch     man   boy      gm wht online rs       india flipkart com     great discount   genuine product      day replacement guarantee   free shipping   cash delivery,8b268c1e68f198ae2e934717d49f48e9.jpg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]]"
b85f8843bb1c297dd5712f0bd287006d,SANTOSH ROYAL FASHION Cotton Embroidered Diwan Set,home furnishing,key feature santosh royal fashion cotton embroider diwan set color   multicolor content     diwan sheet length     cm cushion cover length     cm santosh royal fashion cotton embroider diwan set price   r       add oodle style home exciting range designer furniture   furnishing   decor item kitchenware   promise deliver good quality product good price   specification santosh royal fashion cotton embroider diwan set general brand santosh royal fashion material cotton pattern embroider style code dsnsan     color multicolor dimension bolster cover length     inch       cm cushion cover width     inch       cm diwan sheet length     inch        cm cushion cover length     inch       cm diwan sheet width     inch        cm box number content sale package pack    sale package    diwan sheet    cushion cover     bolster cover additional feature fabric care machine washable   soak,b85f8843bb1c297dd5712f0bd287006d.jpg,"[[172 173 173 ... 166 165 165]
 [173 173 174 ... 168 167 167]
 [174 174 175 ... 171 170 170]
 ...
 [ 49  47  45 ... 115 117 118]
 [ 51  49  48 ... 112 115 118]
 [ 49  46  45 ... 110 113 117]]"
a4b09aa7927c59fbb39960b3d7919909,House This Queen Cotton Duvet Cover,home furnishing,key feature house queen cotton duvet cover material       cotton outer inner polyfill thrade       dimension   duvet cover     x     cms    double duvet cover specification house queen cotton duvet cover   grey   general brand house closure button design code p       material cotton pattern print thread count      style code dco smart stripe black grey size queen color grey dimension length      inch        cm width     inch        cm box number content sale package pack    fabric care machine washable   soak additional feature reversible,a4b09aa7927c59fbb39960b3d7919909.jpg,"[[210 210 211 ... 248 249 249]
 [210 211 211 ... 249 249 249]
 [210 211 211 ... 249 249 249]
 ...
 [112 111 110 ...  97 101 103]
 [112 111 110 ...  94  96  98]
 [111 111 111 ...  94  94  96]]"
81e739c7f3be737152f2e6f520e3494b,Riva Carpets Cotton Free Bath Mat Classic Loop Shag Bathmat_RI-527,home furnishing,buy riva carpet cotton free bath mat classic loop shag bathmat ri      rs        flipkart com   genuine product   free shipping   cash delivery,81e739c7f3be737152f2e6f520e3494b.jpg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]]"
f0938b0d88eac91deee6d5add54097d3,Myesquire Ceramic Burner Pot Lemongrass Liquid Air Freshener,home decor & festive needs,"myesquire ceramic burner pot lemongrass liquid air freshener      ml 
                          price   r     
				
			 illuminate corner living room style home fragrance electric burner combo fragrance bring myesquire   unique   useful value money product home decoration fragrance   unique combo contain aroma burner accessory ready use    small      tea spoon aroma oil bowl surface light tea light minute oil heat   fragrance spread room   set enjoy captivating aroma   away child surface hot 
 illuminate corner living room style home fragrance electric burner combo fragrance bring myesquire   unique   useful value money product home decoration fragrance   unique combo contain aroma burner accessory ready use    small      tea spoon aroma oil bowl surface light tea light minute oil heat   fragrance spread room   set enjoy captivating aroma   away child surface hot",f0938b0d88eac91deee6d5add54097d3.jpg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]]"
e9420e9483f16db81c64dddf99f34841,Dungri India Craft Ducjug010-ducgl012-2 Jug Glass Set,kitchen & dining,key feature dungri india craft ducjug     ducgl       jug glass set jug   height     inch   dia        inch   depth      inch   width    inch capacity       ml   weight        gram dungri india craft ducjug     ducgl       jug glass set   copper   price   rs         copper utensil serve copper ware help prevent spread disease   test show        bacteria copper alloy surface        great copper content   eliminate    hour exposure   accord research southampton university u k    mrsa microbe remain alive stainless steel surface day   microbe copper surface eliminate     minute   copper serve ware prefer durable excellent characteristic   ageless use copper bear testimony myriad virtue everlasting appeal   therapeutic value hand age   fact   water store copper ware virtually elixir life   purify   help regulate digestion cardiac order   basis good health   practice ayurveda rishit old vedic times     care tip      clean copperware hand avoid dishwasher detergent cause oxidation lead permanat damage     use solution equal quantity vinegar lemon juice salt dilute water time don t use regularly     avoid scratchy cleaner like steel wool     simple   soft clean liquid soap base   hot water soft washing cloth good daily use   specification dungri india craft ducjug     ducgl       jug glass set   copper   general brand dungri india craft number glass    model number ducjug     ducgl       type jug glass set glass shape tumbler material copper capacity glass      ml jug capacity      l color gold dimension jug height      mm glass diameter     mm jug depth      mm dimension glass   dia        height        capacity        ml   weight       gram box    jug    glass set additional feature microwave safe care instruction well washing result wash pitambari cleaning power,e9420e9483f16db81c64dddf99f34841.jpg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]]"
a3dea07b2f7bf48276d32513091be717,BFT 6 W LED Bulb,kitchen & dining,key feature bft    w lead bulb pack    bulb bft    w lead bulb   white   price   rs       introduce new technology lead lighting lead filament   well suited chandelier table lamp light fixture general spread light      degree specification bft    w lead bulb   white   general brand bft model number bftcw   body design feature material glass bulb base b    lighting feature light color white bulb type lead luman      power feature power consumption    w box sale package    bulb pack  ,a3dea07b2f7bf48276d32513091be717.jpg,"[[253 253 253 ... 253 253 253]
 [253 253 253 ... 253 253 253]
 [253 253 253 ... 253 253 253]
 ...
 [253 253 253 ... 253 253 253]
 [253 253 253 ... 253 253 253]
 [253 253 253 ... 253 253 253]]"
